"","ï..X","Y","OBJECTID","ReferenceNumber","CategoryHierarchy","CategoryLevel1","CategoryLevel2","CategoryLevel3","CategoryLevel4","CategoryLevel5","CategoryName","CouncilDistrictNumber","SourceLevel1","Neighborhood","DateCreated","DateUpdated","DateClosed","StatusType","SystemId","ServiceLevelName","Latitude","Longitude","XCoord","YCoord","CrossStreet","GlobalID","ZIP"
"62",-121.46044839723,38.5410846137048,6197,"160511-000593","Solid Waste : Pickup Can : Recycle","Solid Waste","Pickup Can","",NA,NA,"Recycle",5,"Phone Call","Central Oak Park","2016-05-11T19:06:45.000Z","2017-05-20T09:57:38.000Z","2017-05-20T09:57:38.000Z","Completed",13286,"",38.5410795345124,-121.460435236461,6715993.11297959,1959329.59154325,"40TH ST","7299253b-5e76-46b0-8956-d84db6d9cb7b","95817"
"63",-121.46044839723,38.5410846137048,6198,"160511-000600","Solid Waste : Deliver Can : Lawn and Garden","Solid Waste","Deliver Can","",NA,NA,"Lawn and Garden",5,"Phone Call","Central Oak Park","2016-05-11T19:08:27.000Z","2017-05-20T09:59:41.000Z","2017-05-20T09:59:41.000Z","Completed",13291,"",38.5410795345124,-121.460435236461,6715993.11297959,1959329.59154325,"40TH ST","ba4038e2-4044-4398-b3a2-c7948ab058cc","95817"
"64",-121.536250076055,38.4886432329073,6199,"160511-000596","Urban Forestry : Inspection","Urban Forestry","","",NA,NA,"Inspection",7,"Phone Call","Pocket","2016-05-11T19:09:49.000Z","2017-01-12T20:39:59.000Z","2017-01-12T20:39:51.000Z","Completed",13293,"7 Days-All Holidays-M/F",38.4886381638406,-121.536236909996,6694409.962912,1940112.07002,"IMAI WAY","e11a6c4b-eef9-4192-a709-c59aab8eb4ab","95831"
"65",-121.507672950185,38.6171104925169,6200,"160511-000603","Animal care : Escalation Form : Barking","Animal care","Escalation Form","",NA,NA,"Barking",3,"Phone Call","South Natomas","2016-05-11T19:11:45.000Z","2016-05-11T19:11:50.000Z","","In Progress",13298,"",38.6171054105477,-121.507659772755,6702336.08139039,1986939.60461579,"PRIMO WAY","dc302911-15b1-4f1f-80b4-b999f7b3eea8","95833"
"66",-121.480554404862,38.5132712505291,6201,"160511-000613","Solid Waste : Illegal Dumping : Street / Sidewalk","Solid Waste","Illegal Dumping","",NA,NA,"Street / Sidewalk",5,"Mobile App","Brentwood","2016-05-11T19:14:15.000Z","2017-05-21T06:39:59.000Z","2017-05-21T06:39:59.000Z","Completed",13303,"7 Days-No Holidays-M/F-24h",38.51326617519,-121.480541244393,6710300.34883571,1949167.18617057,"43RD AVE","818c01ba-2993-44e5-a7b5-2727959e8fb7","95822"
"67",-121.459005217802,38.550365999651,6202,"160511-000617","Solid Waste : Missed Service : Garbage","Solid Waste","Missed Service","",NA,NA,"Garbage",5,"Phone Call","North Oak Park","2016-05-11T19:16:04.000Z","2017-05-20T10:08:38.000Z","2017-05-20T10:08:38.000Z","Completed",13305,"36 Hours-No Holidays-M/F-24h",38.5503609195712,-121.458992056117,6716385.7649407,1962712.07894724,"2ND AVE","971ead51-4e7e-46f7-867f-fd28bd2d1b1f","95817"
"68",-121.510429823343,38.6218689534814,6203,"160511-000620","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",3,"Web App","South Natomas","2016-05-11T19:16:12.000Z","2017-07-06T18:41:41.000Z","2017-07-06T18:39:44.000Z","Completed",13306,"",38.621863871324,-121.510416644899,6701539.07119,1988668.262025,"ATRISCO CIR","da115e3d-3ff6-4bdd-8292-cd52f448d2a7","95833"
"69",-121.434944508832,38.6511526718084,6204,"160511-000619","Solid Waste : Illegal Dumping : Street / Sidewalk","Solid Waste","Illegal Dumping","",NA,NA,"Street / Sidewalk",2,"Phone Call","Raley Industrial Park","2016-05-11T19:16:29.000Z","2017-07-06T18:41:43.000Z","2017-07-06T18:39:44.000Z","Completed",13307,"7 Days-No Holidays-M/F-24h",38.6511475814635,-121.434931338445,6723038.412906,1999457.751497,"MARYSVILLE BLVD","9c881d05-280d-494e-ae99-508b62fa3f18","95838"
"70",-121.496068616272,38.5734852994926,6205,"160511-000618","Building / Planning : Escalation Form : Permittting","Building / Planning","Escalation Form","",NA,NA,"Permittting",4,"Phone Call","Downtown","2016-05-11T19:21:01.000Z","2016-05-11T19:21:09.000Z","","In Progress",13319,"48 Hours-All Holidays-M/F-24h",38.5732579522603,-121.495639779457,6705739.68783553,1971070.59543909,"10TH ST","23ca9dc5-f653-40e8-ba2b-34b078458d63","95814"
"71",-121.482880542098,38.6145744489971,6206,"160511-000627","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",3,"Phone Call","Northgate","2016-05-11T19:21:23.000Z","2017-07-06T18:41:45.000Z","2017-07-06T18:39:44.000Z","Completed",13320,"",38.6145693653554,-121.482867368815,6709424.845441,1986055.383985,"NORBERT WAY","b203913d-aabe-42d4-a70e-5ca083d55dfa","95833"
"72",-121.501184234604,38.4923342688118,6207,"160511-000637","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",8,"Phone Call","Meadowview","2016-05-11T19:25:02.000Z","2017-07-06T18:41:47.000Z","2017-07-06T18:39:44.000Z","Completed",13329,"",38.4923291967877,-121.501171073509,6704439.411034,1941509.40566,"MILFORD ST","9b091c3d-c3de-47fe-ad2b-24e4339ff695","95822"
"73",-121.446478675088,38.5419030283796,6208,"160511-000640","Solid Waste : Deliver Can : Lawn and Garden","Solid Waste","Deliver Can","",NA,NA,"Lawn and Garden",6,"Phone Call","West Tahoe Park","2016-05-11T19:27:49.000Z","2017-05-20T07:43:03.000Z","2017-05-20T07:43:03.000Z","Completed",13331,"",38.5418979480611,-121.446465516381,6719986.87156666,1959651.66576265,"50TH ST","ff52ae69-2f00-4eb4-a0f2-0b8cc7d04403","95820"
"74",-121.508848962781,38.6232857111816,6209,"160511-000643","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",3,"Mobile App","South Natomas","2016-05-11T19:28:14.000Z","2017-07-06T18:41:40.000Z","2017-07-06T18:39:44.000Z","Completed",13334,"",38.623280628787,-121.508835784405,6701987.925062,1989186.646841,"KASHMIR WAY","b3494006-152c-4131-90fd-f571521ad836","95833"
"75",-121.462015329819,38.6436945089179,6210,"160511-000641","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",2,"Phone Call","Glenwood Meadows","2016-05-11T19:28:16.000Z","2017-01-27T18:40:21.000Z","2017-01-27T18:38:13.000Z","Closed",13336,"",38.6436894212564,-121.462002156165,6715323.727603,1996694.762922,"DELAGUA WAY","f19423d2-a16c-4b71-a670-8d3846109f4a","95838"
"76",-121.47598173977,38.6190004140994,6211,"160511-000649","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",3,"Phone Call","Northgate","2016-05-11T19:32:26.000Z","2017-01-27T18:40:27.000Z","2017-01-27T18:38:13.000Z","Closed",13343,"",38.6189953295631,-121.475968567008,6711386.69562,1987678.497819,"PELICAN WAY","9ad138ac-7cc0-4351-9818-f0c4a9c92688","95833"
"77",-121.456233518527,38.5643567187235,6212,"160511-000653","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",3,"Web App","East Sacramento","2016-05-11T19:34:56.000Z","2017-07-06T18:42:38.000Z","2017-07-06T18:39:44.000Z","Completed",13345,"",38.56435163726,-121.456220355551,6717147.92771,1967811.856449,"FOLSOM BLVD","ab7c3ee4-ca1d-4cfa-99c4-984e55f73b5c","95816"
"78",-121.525613327219,38.5104042598337,6213,"160511-000655","Solid Waste : Repair Can : Garbage : Lid","Solid Waste","Repair Can","Garbage",NA,NA,"Lid",7,"Mobile App","Greenhaven","2016-05-11T19:35:13.000Z","2017-05-21T06:35:00.000Z","2017-05-21T06:35:00.000Z","Completed",13347,"",38.5103991881411,-121.52560016014,6697413.13203184,1948052.60274834,"GREENHAVEN DR","9b1276cf-12c8-4d53-94d1-28fe6a1d4e53","95831"
"79",-121.478165313219,38.611567814244,6214,"160511-000656","Solid Waste : Deliver Can : Garbage","Solid Waste","Deliver Can","",NA,NA,"Garbage",3,"Phone Call","Northgate","2016-05-11T19:36:57.000Z","2017-05-21T06:35:00.000Z","2017-05-21T06:35:00.000Z","Completed",13350,"",38.611562730495,-121.478152141034,6710778.38084912,1984968.14629971,"NORTHGATE BLVD","7d7eedd9-21ea-4633-b5c7-c29d38cc8d08","95833"
"80",-121.499081598505,38.4898370735894,6215,"160511-000657","Solid Waste : Info : Other","Solid Waste","Info","",NA,NA,"Other",8,"Phone Call","Meadowview","2016-05-11T19:37:54.000Z","2017-01-27T18:40:25.000Z","2017-01-27T18:38:13.000Z","Closed",13352,"",38.4898320016157,-121.49906843804,6705046.225402,1940603.30164,"PUTNAM WAY","ee8d22a4-c30c-4cd5-b663-6ddd5db397c5","95822"
"81",-121.474541831486,38.4919437829698,6216,"160511-000671","Solid Waste : Deliver Can : Lawn and Garden","Solid Waste","Deliver Can","",NA,NA,"Lawn and Garden",8,"Mobile App","Meadowview","2016-05-11T19:41:14.000Z","2017-05-21T06:39:59.000Z","2017-05-21T06:39:59.000Z","Completed",13357,"",38.4919387089659,-121.474528674556,6712065.62728704,1941410.17415498,"LOMA VERDE WAY","10eb7771-b81f-41dc-9e78-bcb82998619d","95822"
"82",-121.44871309243,38.5419024160357,6217,"160511-000664","Solid Waste : Illegal Dumping : Alley","Solid Waste","Illegal Dumping","",NA,NA,"Alley",6,"Phone Call","West Tahoe Park","2016-05-11T19:41:33.000Z","2017-05-21T06:35:00.000Z","2017-05-21T06:35:00.000Z","Completed",13358,"7 Days-No Holidays-M/F-24h",38.5418973358864,-121.448699933376,6719347.7998012,1959647.5580686,"STOCKTON BLVD 50TH ST ALY","118e3fe8-937c-4db0-8a36-9bf56ef8daec","95820"
"83",-121.494020108255,38.5817923038651,6218,"160511-000663","Solid Waste : Info : Other","Solid Waste","Info","",NA,NA,"Other",4,"Phone Call","Downtown","2016-05-11T19:42:41.000Z","2016-05-11T19:46:54.000Z","","In Progress",13359,"",38.5817872238086,-121.49400693729,6706308.48729512,1974099.04716364,"9TH ST","9fab8c59-45f4-45be-aada-279b52d4062d","95814"
"84",-121.48406232096,38.4854289742346,6219,"160511-000675","Solid Waste : Kick truck : Recycle","Solid Waste","Kick truck","",NA,NA,"Recycle",8,"Phone Call","Meadowview","2016-05-11T19:43:35.000Z","2017-05-20T08:01:38.000Z","2017-05-20T08:01:38.000Z","Completed",13361,"36 Hours-No Holidays-M/F-24h",38.4854239014962,-121.484049163354,6709354.19855183,1939022.03764467,"MATSON DR","9b14e7e4-0742-4598-b49b-ee5849d4a95f","95822"
"85",-121.447937046328,38.5417928303176,6220,"160511-000674","Streets and Lighting : Street Maintenance","Streets and Lighting","","",NA,NA,"Street Maintenance",6,"Phone Call","West Tahoe Park","2016-05-11T19:43:42.000Z","2016-09-19T17:47:08.000Z","2016-09-19T17:47:03.000Z","Completed",13362,"72 Hours-All Holidays-M/F",38.5417877501184,-121.447923887408,6719570.001772,1959608.997332,"10TH AVE 11TH AVE ALY","b9f658b8-c161-47d6-94a5-388e316d59f1","95820"
"86",-121.499081598505,38.4898370735894,6221,"160511-000677","Solid Waste : Notify Supervisor : Garbage","Solid Waste","Notify Supervisor","",NA,NA,"Garbage",8,"Phone Call","Meadowview","2016-05-11T19:44:33.000Z","2017-01-27T18:40:24.000Z","2017-01-27T18:38:13.000Z","Closed",13364,"24 Hours-No Holidays-M/F-24h",38.4898320016157,-121.49906843804,6705046.225402,1940603.30164,"PUTNAM WAY","52cb2795-4e16-4f0c-ab3a-99eef44135cb","95822"
"87",-121.486621258258,38.5272758485236,6222,"160511-000678","Solid Waste : Replace Can : Lawn and Garden","Solid Waste","Replace Can","",NA,NA,"Lawn and Garden",5,"Phone Call","Hollywood Park","2016-05-11T19:45:31.000Z","2017-05-21T06:35:00.000Z","2017-05-21T06:35:00.000Z","Completed",13365,"",38.5272707724693,-121.486608095135,6708535.63630434,1954257.43153786,"HOOKE WAY","4eaf7d80-6477-4233-847f-57ef735a7633","95822"
"88",-121.478085682759,38.4836546785182,6223,"160511-000683","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",8,"Phone Call","Meadowview","2016-05-11T19:49:24.000Z","2017-01-27T18:40:22.000Z","2017-01-27T18:38:13.000Z","Closed",13370,"",38.4836496054784,-121.478072526292,6711068.663876,1938385.654426,"CASA LINDA DR","c6ff1fb9-a268-492a-9cf8-ee183be29b62","95822"
"89",-121.486108831451,38.4787767836446,6224,"160511-000684","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",8,"Phone Call","Meadowview","2016-05-11T19:50:15.000Z","2017-07-06T18:42:40.000Z","2017-07-06T18:39:44.000Z","Completed",13373,"",38.4787717116197,-121.486095674341,6708782.103893,1936596.163572,"22ND ST","a4f1bcfa-c513-40c4-8f14-5c64abafd647","95832"
"90",-121.45904275521,38.6604063757365,6225,"160511-000682","Code Enforcement : High Weeds - Private Property : Empty Lot","Code Enforcement","High Weeds - Private Property","",NA,NA,"Empty Lot",2,"Phone Call","Northpointe","2016-05-11T19:50:33.000Z","2017-01-27T18:40:20.000Z","2017-01-27T18:38:13.000Z","Closed",13374,"30 Days-All Holidays-M/F-24h",38.6604012864534,-121.459029579946,6716136.483549,2002785.83514,"SHADY LEAF WAY","0af3cc42-c015-4504-b75f-3214bbf859fe","95838"
"91",-121.46162170131,38.5399911373939,6226,"160511-000690","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",5,"Mobile App","Central Oak Park","2016-05-11T19:53:33.000Z","2017-07-06T18:42:42.000Z","2017-07-06T18:39:44.000Z","Completed",13379,"",38.5399860583827,-121.461608540493,6715659.887384,1958929.386291,"12TH AVE","c6a4bc55-21d2-4d38-a535-458f755d27b6","95820"
"92",-121.461621701309,38.5399911373946,6227,"160511-000697","Solid Waste : Appliance and eWaste","Solid Waste","","",NA,NA,"Appliance and eWaste",5,"Mobile App","Central Oak Park","2016-05-11T19:56:42.000Z","2017-05-21T06:38:57.000Z","2017-05-21T06:38:57.000Z","Completed",13385,"",38.5399860583827,-121.461608540493,6715659.88738436,1958929.38629125,"12TH AVE","58a2040e-2744-4361-847b-1c4da97c7f3c","95820"
"93",-121.429990860349,38.539468414263,6228,"160511-000700","Solid Waste : Deliver Can : Lawn and Garden","Solid Waste","Deliver Can","",NA,NA,"Lawn and Garden",6,"Phone Call","Tahoe Park South","2016-05-11T19:59:51.000Z","2017-05-20T08:19:37.000Z","2017-05-20T08:19:37.000Z","Completed",13390,"",38.539463332901,-121.429977704493,6724708.16439263,1958794.19695566,"64TH ST","9961640f-95b0-4062-ac66-987e37e7ca2c","95820"
"94",-121.429990860349,38.539468414263,6229,"160511-000707","Solid Waste : Pickup Can : Garbage","Solid Waste","Pickup Can","",NA,NA,"Garbage",6,"Phone Call","Tahoe Park South","2016-05-11T20:01:47.000Z","2017-05-20T08:23:37.000Z","2017-05-20T08:23:37.000Z","Completed",13396,"",38.539463332901,-121.429977704493,6724708.16439263,1958794.19695566,"64TH ST","01c740a6-30f4-40b3-8f59-12658a66be92","95820"
"95",-121.494020108255,38.5817923038651,6230,"160511-000711","Building / Planning : Escalation Form : Planning and Zoning","Building / Planning","Escalation Form","",NA,NA,"Planning and Zoning",4,"Email","Downtown","2016-05-11T20:02:28.000Z","2016-05-17T14:11:39.000Z","","In Progress",13398,"No SLA-All Holidays-M/F-24h",38.5817872238086,-121.49400693729,6706308.48729512,1974099.04716364,"9TH ST","ad949fc1-e115-4558-b3fc-9820fb36eff0","95814"
"96",-121.487623251383,38.4815355866418,6231,"160511-000689","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",8,"Phone Call","Meadowview","2016-05-11T20:04:04.000Z","2017-01-27T18:40:18.000Z","2017-01-27T18:38:13.000Z","Closed",13400,"",38.4815305144995,-121.487610093702,6708342.910846,1937598.400111,"COLLINGWOOD ST","f48f8c53-3a0f-4401-b597-a9c0ea358366","95832"
"97",-121.461917089321,38.5555140656225,6232,"160511-000712","Solid Waste : Repair Can : Garbage : Lid","Solid Waste","Repair Can","Garbage",NA,NA,"Lid",5,"Phone Call","Med Center","2016-05-11T20:04:55.000Z","2017-05-20T08:26:41.000Z","2017-05-20T08:26:41.000Z","Completed",13402,"",38.5553411649753,-121.461807553045,6715541.92823617,1964581.92384651,"39TH ST","bd5c1a61-7cee-4d19-833b-1752dbe87289","95817"
"98",-121.461917089321,38.5555140656225,6233,"160511-000716","Solid Waste : Repair Can : Recycle : Lid","Solid Waste","Repair Can","Recycle",NA,NA,"Lid",5,"Phone Call","Med Center","2016-05-11T20:06:58.000Z","2017-05-20T08:29:43.000Z","2017-05-20T08:29:43.000Z","Cancelled",13406,"",38.5553411649753,-121.461807553045,6715541.92823617,1964581.92384651,"39TH ST","a6317e13-b780-48de-bbec-b829afcba3d0","95817"
"99",-121.544348007504,38.5126522475109,6234,"160511-000718","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",7,"Phone Call","Pocket","2016-05-11T20:08:06.000Z","2017-07-06T18:42:43.000Z","2017-07-06T18:39:44.000Z","Completed",13409,"",38.5126471770459,-121.544334837258,6692048.265599,1948843.832794,"N POINT WAY","ff7f0c1a-7bd7-4a44-9b78-52a6e10a8027","95831"
"100",-121.524547965359,38.6738669752321,6235,"160511-000724","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",1,"Web App","Village 7","2016-05-11T20:09:02.000Z","2017-05-21T06:38:59.000Z","2017-05-21T06:38:59.000Z","Cancelled",13411,"",38.6738618898188,-121.524534778295,6697406.52847643,2007583.26304881,"KNOTTY PINE WAY","abc081ca-29ce-45aa-88b3-6c9b13474310","95835"
"101",-121.493712007277,38.5574711309641,6236,"160511-000725","Solid Waste : Missed Service : Garbage","Solid Waste","Missed Service","",NA,NA,"Garbage",4,"Phone Call","Land Park","2016-05-11T20:10:10.000Z","2017-05-20T08:35:38.000Z","2017-05-20T08:35:38.000Z","Completed",13414,"36 Hours-No Holidays-M/F-24h",38.5574660529184,-121.493698839352,6706445.90396553,1965242.39260064,"2ND AVE","2cb19f56-b58d-49c7-a0a5-dbe4f7e0b80f","95818"
"102",-121.467119581195,38.542317089218,6237,"160511-000729","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",5,"Mobile App","Central Oak Park","2016-05-11T20:10:52.000Z","2017-07-06T18:42:45.000Z","2017-07-06T18:39:44.000Z","Completed",13415,"",38.5423120104286,-121.467106419243,6714082.409725,1959767.16792,"PANSY AVE","7bb04f35-e531-417b-965d-ac8548c31321","95817"
"103",-121.490951320267,38.4924379495515,6238,"160511-000726","Solid Waste : Replace Can : Garbage","Solid Waste","Replace Can","",NA,NA,"Garbage",8,"Phone Call","Meadowview","2016-05-11T20:11:52.000Z","2017-05-21T06:35:01.000Z","2017-05-21T06:35:01.000Z","Completed",13417,"",38.4924328767452,-121.49093816074,6707367.99101285,1941563.40437594,"21ST ST","50a3ed68-df4c-4a87-b0d5-a7bc7d5c5a3d","95822"
"104",-121.476829814044,38.4977267795912,6239,"160511-000730","Solid Waste : Exchange Can : Garbage","Solid Waste","Exchange Can","",NA,NA,"Garbage",5,"Phone Call","Woodbine","2016-05-11T20:12:01.000Z","2017-05-20T08:37:39.000Z","2017-05-20T08:37:39.000Z","Completed",13418,"",38.4977217052746,-121.476816656053,6711398.65033347,1943512.4115497,"27TH ST","e62938ea-3c96-43d4-8d2f-44c9f3d3f05c","95822"
"105",-121.490951320267,38.4924379495515,6240,"160511-000737","Solid Waste : Replace Can : Garbage","Solid Waste","Replace Can","",NA,NA,"Garbage",8,"Phone Call","Meadowview","2016-05-11T20:16:39.000Z","2017-05-21T06:35:01.000Z","2017-05-21T06:35:01.000Z","Completed",13426,"",38.4924328767452,-121.49093816074,6707367.99101285,1941563.40437594,"21ST ST","4d7a5fbb-2638-41f0-ab5b-ffefa3e08277","95822"
"106",-121.48063163852,38.5069690472176,6241,"160511-000734","Solid Waste : Illegal Dumping : Alley","Solid Waste","Illegal Dumping","",NA,NA,"Alley",5,"Phone Call","Woodbine","2016-05-11T20:17:24.000Z","2017-05-21T06:36:02.000Z","2017-05-21T06:36:02.000Z","Completed",13427,"7 Days-No Holidays-M/F-24h",38.5069639724128,-121.48061847881,6710291.36680549,1946871.96243848,"24TH ST","c5d37240-f03b-411a-9328-8c225440010e","95822"
"107",-121.491854833655,38.4927549065732,6242,"160511-000714","Solid Waste : Illegal Dumping : Street / Sidewalk","Solid Waste","Illegal Dumping","",NA,NA,"Street / Sidewalk",8,"Phone Call","Meadowview","2016-05-11T20:18:24.000Z","2017-05-21T06:36:03.000Z","2017-05-21T06:36:03.000Z","Completed",13429,"7 Days-No Holidays-M/F-24h",38.4927498338085,-121.491841673949,6707108.7489032,1941677.38465761,"65TH AVE","f2afd3b4-3c75-438e-9287-0aab4626e1ea","95822"
"108",-121.464923730654,38.5762423481677,6243,"160511-000746","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",3,"Phone Call","East Sacramento","2016-05-11T20:21:34.000Z","2017-07-06T18:41:43.000Z","2017-07-06T18:39:44.000Z","Completed",13436,"",38.5762372663678,-121.464910564872,6714637.705458,1972125.540051,"30TH ST","44c2beb8-4394-4a0e-82a7-f36ff9bc34f2","95816"
"109",-121.46371215745,38.6426937360741,6244,"160511-000744","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",2,"Phone Call","Glenwood Meadows","2016-05-11T20:22:56.000Z","2017-01-27T18:40:22.000Z","2017-01-27T18:38:13.000Z","Closed",13439,"",38.6426886486269,-121.463698983654,6714841.25472,1996327.44276,"DU BOIS AVE","d884e444-495b-432e-a1b4-62e44f77fac2","95838"
